CellName,oss_counter,MAE,RMSE,MAPE
7WLTE,PRBUsageUL,0.5013012463611296,0.7495942776692489,
8ALTE,PRBUsageUL,3.4788286758625255,5.023646504054142,
8BLTE,PRBUsageUL,4.7230476168112,7.020019779149302,39.18385522389794
8CLTE,PRBUsageUL,2.1010594812226393,2.731159911209163,198.52472126271428
9ALTE,PRBUsageUL,4.238465992614714,6.248757895736478,85.33172649930307
9BLTE,PRBUsageUL,0.8006489797681106,1.0699909845903273,32.13715381403233
10ALTE,PRBUsageDL,1.0803044034648035,1.5185684449762367,55.47670493058957
10BLTE,PRBUsageDL,0.346629654666671,0.48021115783665,34.74795961612478
10CLTE,PRBUsageDL,0.2874515405485072,0.40010003991757004,35.34361987895538
1ALTE,PRBUsageDL,0.8304299187214275,1.1327785640718042,
1BLTE,PRBUsageDL,0.8520747334523979,1.061500042302963,48.95636721956362
1CLTE,PRBUsageDL,1.1415333527888387,1.5621993723521406,
2ALTE,PRBUsageDL,0.06233296265122521,0.15964706942711723,9.505731372678516
3ALTE,PRBUsageDL,1.0347334866624385,1.3833939640758122,62.115965248757874
3BLTE,PRBUsageDL,0.9455927086682161,1.3284431669348455,49.18352130112971
3CLTE,PRBUsageDL,0.4560892829491992,0.6319033247939126,38.480373325263415
4ALTE,PRBUsageDL,0.3276735077497721,0.4859997012001505,
4BLTE,PRBUsageDL,0.8949444732153794,1.2256995701205442,36.30413738835062
4CLTE,PRBUsageDL,0.8743939214301717,1.3125706944836928,
5ALTE,PRBUsageDL,0.5139687243096793,0.7923982581282254,
5BLTE,PRBUsageDL,1.2411796939302406,1.7649265563594396,
5CLTE,PRBUsageDL,0.5839227610259838,0.8782867277930899,39.27605881893914
6ALTE,PRBUsageDL,0.5068901941319881,0.6971504208046857,55.373149657097585
6BLTE,PRBUsageDL,2.1214220709929617,2.4447710494637995,102.01944674782102
6CLTE,PRBUsageDL,0.24435689746439146,0.3435905888625383,28.852165684589153
6ULTE,PRBUsageDL,1.0223361675463687,1.3736033963944294,
6VLTE,PRBUsageDL,1.3353866802934202,2.0715620305914606,32.89542431391284
6WLTE,PRBUsageDL,2.0194207976617995,2.685623270512257,86.8048566963872
7ALTE,PRBUsageDL,0.5358294785600087,0.7073733333896475,
7BLTE,PRBUsageDL,0.39600424748619406,0.5719503810607349,40.009749344149846
7CLTE,PRBUsageDL,0.40328048607255723,0.514446688554998,
7ULTE,PRBUsageDL,1.5330697313087276,2.3196060188076832,35.091144480319045
7VLTE,PRBUsageDL,1.3866324428490426,2.909897807796501,34.15537261524537
7WLTE,PRBUsageDL,0.7395015487623486,1.0382218642849745,33.82503570063759
8ALTE,PRBUsageDL,0.9895742042819036,1.270351999917409,
8BLTE,PRBUsageDL,1.060569901481813,1.468478794425961,38.25828706412076
8CLTE,PRBUsageDL,0.2708022757261905,0.36188614461041874,33.65020659990887
9ALTE,PRBUsageDL,0.7713685616315081,1.1151453801382336,45.31160603461277
9BLTE,PRBUsageDL,0.2542803134331331,0.3802653525281624,33.201344235600175
10ALTE,meanThr_DL,0.44692543139093033,0.6270341813622718,119.92844105845661
10BLTE,meanThr_DL,0.16351359237781035,0.21987614125539726,164.13523615913482
10CLTE,meanThr_DL,0.12119275849449722,0.1556659697122298,108.91084935263497
1ALTE,meanThr_DL,0.35978389963563795,0.5295455999650447,81.69036045296423
1BLTE,meanThr_DL,0.32984539745589603,0.4055596494038096,106.22961478202957
1CLTE,meanThr_DL,0.4216184335933619,0.5763061037292994,57.25845006731297
2ALTE,meanThr_DL,0.103218503492983,0.4038619562149828,
3ALTE,meanThr_DL,0.3607621139058645,0.4739103348354455,164.75751591830868
3BLTE,meanThr_DL,0.33748152633548817,0.5203007220543991,76.65031414576889
3CLTE,meanThr_DL,0.20215932267096168,0.27244895707685524,85.58885864893101
4ALTE,meanThr_DL,0.1694781899101557,0.238481868038576,104.52567173245244
4BLTE,meanThr_DL,0.28066962035848236,0.35812087389277597,69.6798491108425
4CLTE,meanThr_DL,0.2980227906317434,0.3927695149797323,59.43219403686308
5ALTE,meanThr_DL,0.15941898650049743,0.23238434299114136,75.45951766463594
5BLTE,meanThr_DL,0.3631581546127782,0.5016671927362699,147.95085961107796
5CLTE,meanThr_DL,0.1995949230841935,0.296462420815702,179.35418770657284
6ALTE,meanThr_DL,0.29291146777061444,0.3852192762057454,140.45381138013434
6BLTE,meanThr_DL,1.1603836659759947,1.3739606514818163,474.94778637178985
6CLTE,meanThr_DL,0.1583170417855962,0.2346676549057582,84.52198272569814
6ULTE,meanThr_DL,0.27461824555383546,0.34962400945651184,157.33668827222908
6VLTE,meanThr_DL,0.2737332622905381,0.382524465154904,68.85134456747392
6WLTE,meanThr_DL,0.3253599903575084,0.40912840266816475,262.8278813876444
7ALTE,meanThr_DL,0.2035635090320683,0.26769322948944446,116.33277561516647
7BLTE,meanThr_DL,0.20327057536569534,0.3002145178067975,141.82173603641888
7CLTE,meanThr_DL,0.20202943415635843,0.28955871683978346,98.32268963237873
7ULTE,meanThr_DL,0.34580778818817465,0.5162327915190137,95.56711257240993
7VLTE,meanThr_DL,0.22835643839612466,0.3729950806726016,121.804779756641
7WLTE,meanThr_DL,0.23328374654110062,0.28447302221217774,118.56059288600737
8ALTE,meanThr_DL,0.3601321015847135,0.45532516661764477,89.65410406479506
8BLTE,meanThr_DL,0.3222284129578378,0.41775236781308733,66.96830947359614
8CLTE,meanThr_DL,0.1239255971159766,0.17517210536912553,201.3447588281129
9ALTE,meanThr_DL,0.3029483671758604,0.3768202039978404,165.94771364318206
9BLTE,meanThr_DL,0.17187191197061502,0.20440898937100493,323.5890702763741
10ALTE,meanThr_UL,0.031410201582018384,0.04512665049799672,57.016427388688875
10BLTE,meanThr_UL,0.013031939326301577,0.017112556827617243,47.97494094403767
10CLTE,meanThr_UL,0.009305696346170704,0.012406070525014641,39.45712867272215
1ALTE,meanThr_UL,0.029761764674209767,0.04031639388645452,43.68587690673457
1BLTE,meanThr_UL,0.02833490133402769,0.036291310884542634,52.054350495595116
1CLTE,meanThr_UL,0.031154938422009403,0.0426900379532855,33.328197447097445
2ALTE,meanThr_UL,0.006588934592462642,0.011166276121589703,
3ALTE,meanThr_UL,0.029848307449570167,0.042813431463239605,61.710589502713965
3BLTE,meanThr_UL,0.0203875733203054,0.02874550746173357,39.38034904385935
3CLTE,meanThr_UL,0.04186834836148615,0.05990808657074026,147.10113259443636
4ALTE,meanThr_UL,0.014709689082783728,0.027597627434662788,39.31771386937072
4BLTE,meanThr_UL,0.02216310750648735,0.03257954452702343,34.420128125882385
4CLTE,meanThr_UL,0.02320076830641568,0.03523576899853874,32.63596625867304
5ALTE,meanThr_UL,0.014379375178932757,0.03962334605733816,32.634531125571044
5BLTE,meanThr_UL,0.024595725008379827,0.03423050908845928,64.28444246267765
5CLTE,meanThr_UL,0.025293807969167043,0.03793075725035105,81.47822284527128
6ALTE,meanThr_UL,0.017508909311224202,0.025525009826558805,51.88934338982523
6BLTE,meanThr_UL,0.13765175343405298,0.16627173494031822,229.43439479808663
6CLTE,meanThr_UL,0.021445115825398837,0.03672277401571499,71.18321110342772
6ULTE,meanThr_UL,0.02250738053450449,0.03446616143438765,48.2619967585757
6VLTE,meanThr_UL,0.01719072022099768,0.028965592001742656,38.364536770387254
6WLTE,meanThr_UL,0.031017624006125816,0.038251761986524094,67.947850547532
7ALTE,meanThr_UL,0.03381233637207603,0.05620770990761127,53.3789053701741
7BLTE,meanThr_UL,0.01970800618032008,0.030155769645933025,56.16080023179053
7CLTE,meanThr_UL,0.0439866516537085,0.10524354041178825,55.47092507791134
7ULTE,meanThr_UL,0.023991210490292982,0.033280795108529715,44.64276899867309
7VLTE,meanThr_UL,0.020491245878340385,0.031079447443128197,44.18294423207744
7WLTE,meanThr_UL,0.017728968401605233,0.022501737048456514,42.48785996893052
8ALTE,meanThr_UL,0.025540655649857635,0.036921836147667315,41.52759934165204
8BLTE,meanThr_UL,0.028700185726111844,0.04252462303288518,36.64462475860703
8CLTE,meanThr_UL,0.015403512124820351,0.03623376887058954,62.562677922429565
9ALTE,meanThr_UL,0.031673150019992685,0.04865734899018363,53.469042698260836
9BLTE,meanThr_UL,0.009206562334942438,0.011934297950668363,53.329019639863354
10ALTE,maxThr_DL,10.561667365198995,14.228172142082725,143.27526449490347
10BLTE,maxThr_DL,7.684919690625205,10.389863870406758,318.700925220114
10CLTE,maxThr_DL,6.637259902161195,8.208441151446815,188.84964136183282
1ALTE,maxThr_DL,12.881273138900044,18.365872358083795,79.60256755454586
1BLTE,maxThr_DL,10.756889336355433,13.399029710750183,112.35175066718226
1CLTE,maxThr_DL,8.593154775394034,10.721125593472353,58.268391552879436
2ALTE,maxThr_DL,1.3157806825935314,3.477983209513742,
3ALTE,maxThr_DL,9.045474292226602,11.559491392571514,164.63161468227935
3BLTE,maxThr_DL,13.011061121531762,17.364933987916775,70.36056644000617
3CLTE,maxThr_DL,11.553465672517246,16.12215699755705,111.10790165866298
4ALTE,maxThr_DL,9.475174545389025,13.576914484030556,161.62672758338869
4BLTE,maxThr_DL,8.82683154176982,12.667811058304926,56.728877346234455
4CLTE,maxThr_DL,9.629881140719938,13.657240522404837,68.79272054067019
5ALTE,maxThr_DL,5.986460738548751,8.275711405372633,97.15369075341967
5BLTE,maxThr_DL,9.833010377845744,12.802076571314815,85.21576542375814
5CLTE,maxThr_DL,9.339585680107321,11.676506440904092,149.0052577536984
6ALTE,maxThr_DL,10.031310131508276,13.310023489954915,90.99821697676545
6BLTE,maxThr_DL,16.58415235913341,19.188987222085515,153.86995440118494
6CLTE,maxThr_DL,10.043519228177416,13.766604354150042,115.12975819307908
6ULTE,maxThr_DL,7.241900536819368,9.76253693576933,147.46913496437156
6VLTE,maxThr_DL,6.954226918935965,9.450999470284966,52.43775712472542
6WLTE,maxThr_DL,7.454847480916044,8.936956768455667,175.00272846201688
7ALTE,maxThr_DL,10.341128139141292,13.640200815214945,195.1450392078106
7BLTE,maxThr_DL,8.949579532766995,12.17780643284031,137.66195757494228
7CLTE,maxThr_DL,7.718280521845454,9.519499384235996,144.01037502869832
7ULTE,maxThr_DL,5.213055362946828,7.134775864907689,148.03948864510488
7VLTE,maxThr_DL,3.8382338005013263,5.698779191273824,103.32558697794131
7WLTE,maxThr_DL,6.0722212229996515,7.878903162731737,145.03738391306612
8ALTE,maxThr_DL,10.645620299009098,13.259609263678676,89.84610226204069
8BLTE,maxThr_DL,8.613331547949686,10.649747706030736,64.95250957951235
8CLTE,maxThr_DL,6.473584843282794,8.27824053077272,869.5499156652877
9ALTE,maxThr_DL,6.469118284687563,8.365423217021185,243.379450382023
9BLTE,maxThr_DL,9.665260886994554,12.247367479717274,502.28420624387013
10ALTE,maxThr_UL,0.7060662336944792,1.0045442572917205,102.04268454118288
10BLTE,maxThr_UL,0.3476377547756648,0.520052458988895,78.79330253674512
10CLTE,maxThr_UL,0.29981876151063885,0.5568952297917191,70.34197907541952
1ALTE,maxThr_UL,1.3611344158181282,2.381349102357896,72.66517898741736
1BLTE,maxThr_UL,1.3123641609339127,1.5061925138827104,178.37429341439665
1CLTE,maxThr_UL,0.8505934288990646,1.105071859453568,84.12161797662314
2ALTE,maxThr_UL,0.07061070468474596,0.1229353656253575,
3ALTE,maxThr_UL,0.6804227393554001,1.106839173904443,81.24531584329206
3BLTE,maxThr_UL,0.6375259304762624,0.9222366847456424,54.849271215878225
3CLTE,maxThr_UL,0.882084377944054,1.460803676901181,159.7437446315805
4ALTE,maxThr_UL,0.8952104194871767,1.7122928209965476,69.55685493576439
4BLTE,maxThr_UL,1.4278600625326903,2.7233508392176677,76.02291538996514
4CLTE,maxThr_UL,0.7129857810746412,1.710865805506173,51.22339461118089
5ALTE,maxThr_UL,0.5529945604369807,1.5246470904075655,65.77073495324225
5BLTE,maxThr_UL,0.7985191370929665,1.4412959051712697,81.12997921679602
5CLTE,maxThr_UL,0.8922316939697356,2.2964730800536137,53.32850811469346
6ALTE,maxThr_UL,0.7868366710180146,1.4819835208544778,68.82147683184749
6BLTE,maxThr_UL,14.634980114226764,16.440731882627826,1003.7624827190292
6CLTE,maxThr_UL,0.5353566168417173,1.3298888207396702,70.00284505844635
6ULTE,maxThr_UL,0.9421391887359158,1.8563999451978141,73.01694128368409
6VLTE,maxThr_UL,0.5314785627181572,0.8340390880822585,54.45967106303641
6WLTE,maxThr_UL,0.540907103660329,0.7677746976977998,82.62914291181046
7ALTE,maxThr_UL,2.4770139308892314,4.9046879691529295,116.9555884575229
7BLTE,maxThr_UL,1.152333205384244,2.077323975925956,94.09702614351886
7CLTE,maxThr_UL,1.016555114629065,1.6049152831536155,137.98058048907052
7ULTE,maxThr_UL,1.4122154183446056,2.7398164383287487,78.3232886373983
7VLTE,maxThr_UL,0.6310877915478602,1.0310718903845963,64.58967731619946
7WLTE,maxThr_UL,0.7357936741545967,1.1153672079129333,64.34847736347866
8ALTE,maxThr_UL,0.7659378913753656,1.0194286479135397,87.53095370985315
8BLTE,maxThr_UL,1.0022071388908362,1.6208711353804688,102.70218628806798
8CLTE,maxThr_UL,0.6784275516602444,0.9036901940660603,300.1043217947012
9ALTE,maxThr_UL,0.7536347313350316,2.2170979017897796,81.80186151273223
9BLTE,maxThr_UL,0.24875401736786176,0.3212879620065045,89.47253274138589
10ALTE,meanUE_DL,0.10690226792837032,0.16557003800231931,7.921204548067759
10BLTE,meanUE_DL,0.029061897814646933,0.03864528213542471,2.615406946450738
10CLTE,meanUE_DL,0.02472317657977836,0.03439898847329095,2.2819875740232214
1ALTE,meanUE_DL,0.10570874577314389,0.14493742825952255,7.966190629715022
1BLTE,meanUE_DL,0.09844201714973251,0.12277887400763705,7.559454923788763
1CLTE,meanUE_DL,0.1281208571108114,0.17917631097750406,7.780697585482897
2ALTE,meanUE_DL,0.14783741838333045,0.25110693387793165,
3ALTE,meanUE_DL,0.10893275969501026,0.15500421838711004,8.355796802000407
3BLTE,meanUE_DL,0.08754089565726648,0.13143507902429294,6.807726773563716
3CLTE,meanUE_DL,0.03256426291498613,0.044850051660621844,2.893896642819174
4ALTE,meanUE_DL,0.030286818272883625,0.04501751482355152,2.655322702449774
4BLTE,meanUE_DL,0.14898145217664696,0.30001329222033585,
4CLTE,meanUE_DL,0.0802936041945858,0.10403637806196454,6.181582270278641
5ALTE,meanUE_DL,0.0334872041285674,0.04446184178125083,2.9816481640653034
5BLTE,meanUE_DL,0.09198446603397747,0.13205284253380054,7.1069655662934785
5CLTE,meanUE_DL,0.0589196271349148,0.08493774462441557,4.826879250573051
6ALTE,meanUE_DL,0.05257591209019175,0.07643425372228513,4.764570542661939
6BLTE,meanUE_DL,0.05950763226965614,0.08192030113423864,4.783533737604819
6CLTE,meanUE_DL,0.035034258960826375,0.11169775485829592,
6ULTE,meanUE_DL,0.08557910937553787,0.12216056795716368,6.756138344679844
6VLTE,meanUE_DL,0.06366672455540497,0.0863355326206631,5.0071257844896335
6WLTE,meanUE_DL,0.09388807371232678,0.1277823387744169,7.544275276389461
7ALTE,meanUE_DL,0.06235042905054039,0.084389130180372,5.2111734415471975
7BLTE,meanUE_DL,0.08025555575722741,0.09917274477370228,6.49179016599601
7CLTE,meanUE_DL,0.04894853071848881,0.06404381886719382,4.223806563941265
7ULTE,meanUE_DL,0.10022677355416422,0.14250676006686197,7.727298567209638
7VLTE,meanUE_DL,0.06294758657730683,0.08879417754178603,5.16053385481083
7WLTE,meanUE_DL,0.058324877845881445,0.07732133187017806,4.820480449480404
8ALTE,meanUE_DL,0.08256076364361302,0.11654131510145328,6.1700029099316245
8BLTE,meanUE_DL,0.10114664187981438,0.1516944884617906,7.425792735370869
8CLTE,meanUE_DL,0.03373713341069732,0.042171248120398776,3.1796992130974804
9ALTE,meanUE_DL,0.0924540234830206,0.131304231521745,7.29870716426362
9BLTE,meanUE_DL,0.017683425173945763,0.02184142216280902,1.6928202645655102
10ALTE,meanUE_UL,0.06178904902540752,0.09029286990061049,5.277802682639412
10BLTE,meanUE_UL,0.011580653798781653,0.015711832484750318,1.1144102005757965
10CLTE,meanUE_UL,0.015094698587165646,0.019973231714553782,1.448879244646012
1ALTE,meanUE_UL,0.050760030467653004,0.06614091995714583,4.534012044603554
1BLTE,meanUE_UL,0.03700053364076115,0.04798294245472758,3.340461819304926
1CLTE,meanUE_UL,0.10055102185710678,0.13585020146332008,7.088032752428269
2ALTE,meanUE_UL,0.0015379169005240439,0.0026440451214168074,
3ALTE,meanUE_UL,0.07192472413054933,0.0990686189555688,6.173532175506596
3BLTE,meanUE_UL,0.06600081610423202,0.09885645248555774,5.591602557631708
3CLTE,meanUE_UL,0.013084169877059291,0.01790249947695885,1.242645100371858
4ALTE,meanUE_UL,0.023569371715447495,0.033618848233801665,2.2169697048611536
4BLTE,meanUE_UL,0.09957206757607524,0.22928813386393634,
4CLTE,meanUE_UL,0.06269617992115947,0.0822212656221784,5.127323929121863
5ALTE,meanUE_UL,0.017396860418375754,0.02366831540995387,1.6387745256098794
5BLTE,meanUE_UL,0.06252446232696911,0.0880122190704746,5.404498027854808
5CLTE,meanUE_UL,0.02392620268798226,0.03755261904598728,2.135098048154326
6ALTE,meanUE_UL,0.0001404453054277873,0.00017461728908611685,1.3754057504891204
6BLTE,meanUE_UL,0.00013277361063182002,0.00020852182461526085,1.287683811636954
6CLTE,meanUE_UL,0.0002812132980977101,0.0009876109141695882,
6ULTE,meanUE_UL,0.0001262216433807358,0.0001716200644301883,1.2337380451155793
6VLTE,meanUE_UL,0.00014220787736503464,0.00022746727610518285,1.3742376790762738
6WLTE,meanUE_UL,0.00012912698650250417,0.00015044663163518373,1.2755394566432168
7ALTE,meanUE_UL,0.00011043848951189891,0.00018062433328737832,1.0713673894660312
7BLTE,meanUE_UL,0.00014107479591860393,0.00019108687496029224,1.3760056118205723
7CLTE,meanUE_UL,0.00015740521888722538,0.00019571936038811016,1.5344295869848852
7ULTE,meanUE_UL,0.00020141183997916153,0.0002152892217652587,2.0028536496592397
7VLTE,meanUE_UL,0.0001474352646372131,0.00016233026464586487,1.4644952308496102
7WLTE,meanUE_UL,0.00014169410465763647,0.00017522232579060963,1.3889831960568388
8ALTE,meanUE_UL,0.049484481935502644,0.06494503621488243,4.317094109629056
8BLTE,meanUE_UL,0.04979794418731242,0.06973135518677319,4.351814834916921
8CLTE,meanUE_UL,0.010919474465172427,0.016175314350407487,1.04928878881808
9ALTE,meanUE_UL,0.04723275323441021,0.06763269968473226,4.188606427760077
9BLTE,meanUE_UL,0.013771843475039833,0.018636298769905395,1.3269428875791371
10ALTE,maxUE_DL,0.8784013391055677,1.2135067814164568,18.549960966056847
10BLTE,maxUE_DL,0.603385707429083,0.8766320562068893,
10CLTE,maxUE_DL,0.469478607711223,0.5970720405651537,15.49003377623744
1ALTE,maxUE_DL,1.0143251411462784,1.2952858306882327,21.564831152647788
1BLTE,maxUE_DL,0.8943224852096016,1.185441790498112,20.815321861769487
1CLTE,maxUE_DL,0.782878898653193,1.0909941399134135,
2ALTE,maxUE_DL,0.37500710768930334,0.44849328294520197,
3ALTE,maxUE_DL,0.7893483723344371,1.0437284909331774,17.44118582487454
3BLTE,maxUE_DL,0.8059788535669578,1.0640610655442542,16.439317543326293
3CLTE,maxUE_DL,0.5133551375932559,0.6569007811726426,15.551935144430725
4ALTE,maxUE_DL,0.5269415881142235,0.7223778545193611,
4BLTE,maxUE_DL,0.931033777144676,1.5540914781841824,
4CLTE,maxUE_DL,0.6996551523194019,0.9067821102191685,13.446586923149548
5ALTE,maxUE_DL,0.5899990335727274,0.7595144340675355,17.53775964726094
5BLTE,maxUE_DL,0.8437096986305589,1.0961473818881733,18.09886976554917
5CLTE,maxUE_DL,0.6807169860252106,0.8590124642540617,14.89601536745212
6ALTE,maxUE_DL,0.7571788412820263,1.0215633871801382,24.879007921633033
6BLTE,maxUE_DL,0.6538443043771274,0.9297339396213891,
6CLTE,maxUE_DL,0.5244364475049501,0.7269883950892809,
6ULTE,maxUE_DL,0.823194534741201,1.0352473522496561,21.281633507659837
6VLTE,maxUE_DL,0.6231663675920274,0.7948081109292254,12.73143466300354
6WLTE,maxUE_DL,0.7480341624037576,0.9390244591240259,17.080347465416292
7ALTE,maxUE_DL,0.7036046947374303,0.939289177035929,18.02556317557437
7BLTE,maxUE_DL,0.8178247026453415,1.095594138070686,
7CLTE,maxUE_DL,0.5452722453818885,0.7040715199948455,16.05231659037985
7ULTE,maxUE_DL,0.8094501292570541,1.0750686065397566,
7VLTE,maxUE_DL,0.722261322817209,0.8805981402461428,18.59243277376217
7WLTE,maxUE_DL,0.6840174020378527,0.8641550196960812,
8ALTE,maxUE_DL,0.6942340094051292,0.9199130227680189,13.576367045583973
8BLTE,maxUE_DL,0.8674847278606609,1.220643934110016,17.553576248307003
8CLTE,maxUE_DL,0.6843839752215075,0.8706317152910402,30.71372036705587
9ALTE,maxUE_DL,0.9856408918782468,1.3783049645675198,25.921255170166486
9BLTE,maxUE_DL,0.44631481419750063,0.5929017647560633,
10ALTE,maxUE_UL,0.8397458778545158,1.1759881495660232,22.545965963426426
10BLTE,maxUE_UL,0.5505013609306221,0.7378833553792787,
10CLTE,maxUE_UL,0.34710569055253376,0.4702324175746871,15.659281855061383
1ALTE,maxUE_UL,0.6456864519987128,0.8043376868180557,17.38497135472313
1BLTE,maxUE_UL,0.7660058703143787,0.9661709706657942,22.03834052434953
1CLTE,maxUE_UL,0.826195069832182,1.1060590166315463,
2ALTE,maxUE_UL,0.3135831591443518,0.41763495179672316,
3ALTE,maxUE_UL,0.6811231411260179,0.9155661319413947,19.391334082264567
3BLTE,maxUE_UL,0.6772370845464076,0.9591759836576225,16.9787527346117
3CLTE,maxUE_UL,0.3762909018896532,0.5110739694381672,15.78669750877447
4ALTE,maxUE_UL,0.43068425349824385,0.5666562986001202,
4BLTE,maxUE_UL,0.8615479319829441,1.3116856955631417,
4CLTE,maxUE_UL,0.6269143333319457,0.7643095793350911,14.443686117940283
5ALTE,maxUE_UL,0.5118161212500701,0.6315610063693634,20.2519283348657
5BLTE,maxUE_UL,0.7499753998253885,0.9756122399628875,19.838026961544397
5CLTE,maxUE_UL,0.4395052675019127,0.6078948549500308,13.334282954799285
6ALTE,maxUE_UL,0.35913224592759185,0.4867730871158588,15.130724970140175
6BLTE,maxUE_UL,0.4671832971626233,0.7092438985324988,
6CLTE,maxUE_UL,0.3535181994462355,0.5148184467181042,
6ULTE,maxUE_UL,0.5739199666899113,0.7218035001184284,23.68447269995304
6VLTE,maxUE_UL,0.4722848557286435,0.5889460976463972,14.225096054762757
6WLTE,maxUE_UL,0.6215545120389191,0.732443635336734,23.430589140726497
7ALTE,maxUE_UL,0.4766056993289831,0.7049249472711862,19.693417628434347
7BLTE,maxUE_UL,0.40892580213025215,0.5300051270580259,
7CLTE,maxUE_UL,0.4071699912103532,0.49159584159543557,19.93937889966179
7ULTE,maxUE_UL,0.5287611289944966,0.6668707692956588,
7VLTE,maxUE_UL,0.4212152778470608,0.5474535101951512,16.018218882595363
7WLTE,maxUE_UL,0.4344966253789104,0.5922013091380639,
8ALTE,maxUE_UL,0.6534015721011714,0.8211605175396159,16.804647536394643
8BLTE,maxUE_UL,0.7528734268858374,1.0583092447700664,18.709960563002724
8CLTE,maxUE_UL,0.4745898150502921,0.5750160444308281,26.934174163627528
9ALTE,maxUE_UL,0.8711791435789538,1.1872975766558074,26.772392632422086
9BLTE,maxUE_UL,0.3844405512238874,0.45644709888335006,
10ALTE,maxUE_UL+DL,1.5981382221518476,2.263907010889921,18.204145230480826
10BLTE,maxUE_UL+DL,1.0187236284643555,1.473387371353284,
10CLTE,maxUE_UL+DL,0.691701332767488,0.8888890329706407,12.819275898719255
1ALTE,maxUE_UL+DL,1.5367280302016706,1.9612644389535328,18.212307771730675
1BLTE,maxUE_UL+DL,1.4643348043496716,1.969041198552,18.612206488669933
1CLTE,maxUE_UL+DL,1.461685697235712,2.0311836683721842,
2ALTE,maxUE_UL+DL,0.5959031920120482,0.7401747824114856,
3ALTE,maxUE_UL+DL,1.413093292644658,1.862017829169041,17.053105416333324
3BLTE,maxUE_UL+DL,1.3932078176759781,1.9103893852359919,15.371364130606144
3CLTE,maxUE_UL+DL,0.7787513501644202,1.0090461115016611,13.287938858006603
4ALTE,maxUE_UL+DL,0.7885102369475888,1.0114470398083302,13.377974969994488
4BLTE,maxUE_UL+DL,1.629207595164823,2.765848757495581,
4CLTE,maxUE_UL+DL,1.1337749094909417,1.3941516959209608,12.108830418420153
5ALTE,maxUE_UL+DL,0.9938925807725193,1.2395924860592389,16.416715981792095
5BLTE,maxUE_UL+DL,1.4905186046341383,1.9433490823997988,17.40266331171397
5CLTE,maxUE_UL+DL,0.9943100966903141,1.2812806383408801,12.28489689765605
6ALTE,maxUE_UL+DL,1.0068380687949077,1.3524008100214162,17.97659039871727
6BLTE,maxUE_UL+DL,0.9493870477808651,1.3577749800233616,10.776447055086365
6CLTE,maxUE_UL+DL,0.7333362212620317,1.088576338684407,
6ULTE,maxUE_UL+DL,1.2953866292583764,1.6084061766040882,20.362654807782572
6VLTE,maxUE_UL+DL,0.9671987968805706,1.224854322993718,11.749928335707176
6WLTE,maxUE_UL+DL,1.2837147270144413,1.5540908000415077,18.148587953263373
7ALTE,maxUE_UL+DL,1.093505985304029,1.5235172981592195,17.05699851851189
7BLTE,maxUE_UL+DL,1.132751077148066,1.4726706132907224,
7CLTE,maxUE_UL+DL,0.7403191354143225,0.9566741638346349,13.087558917745271
7ULTE,maxUE_UL+DL,1.1939031673587484,1.5869359399484866,
7VLTE,maxUE_UL+DL,0.9921122059786707,1.2052505879731177,14.744932461217958
7WLTE,maxUE_UL+DL,0.958064775714878,1.2570425423160752,
